Tortenvölkerball;Bewegungsspiele;6 -99 Spieler*Innen;6;Kein Material nötig;"Etwas zum Abstecken des Spielfeldes, Bälle Es wird ein rundes Spielfeld abgesteckt, mit einem kleinen extra Kreis drum herum. Dann wird der Kreis in 6 Stücke aufgeteilt.  Die Spielleiter*in muss jetzt 6 Mannschaften bilden. Jede Mannschaft bestimmt einen Hintermann/frau (der letzte Spieler, der 3 Leben hat). Die restlichen Spieler sind in ihrem Tortenstück und werfen sich gegenseitig mit Bällen ab. Wenn einer getroffen worden ist,dann muss er zum Hintermann ins Feld. Er kann sich wieder frei werfen, indem er eine Person auf dem Feld trifft.Man darf nur seineNachbarfelder abwerfen und nicht über andere Felder drüber werfen.
"
Hase und Igel;Bewegungsspiele;6 -99 Spieler*Innen;6;Kein Material nötig;Je zwei Kinder haken sich mit Armen bei einander ein. Diese Zweiergrüppchen verteilen sichauf der Fläche.Zwei Kinder sind Fänger und Gefangener. Gejagter kann sich inSicherheit bringen, indem ersich bei einem Zweiergrüppchen dazu einhackt. Hat er sich eingehakt, muss sich der äußeredritte von dem Grüppchen lösen und wird nun zum Fänger. Der Fänger wird somit plötzlich zumGejagten.Kann der Fänger den Gejagten fangen, wechseln ebenfalls die Rollen –der Fängerwird zumGejagten und umgekehrt.Dieses Spiel ist auch sehr nett als Storch und Bär (statt Hase und Igel). Alles gleich, jedoch istder Fänger der Bär und muss während dem Fangen laut brüllen und mit den Händen„BärKratz-Fang-Bewegungen“ machen.Der Gefangene ist der Storch. Dieser muss mit ausgestreckten Armen vor sich in die Händeklatschen und während dem Rennen laut „klapp –klapp“ rufen.
Wo ist mein Huhn;Bewegungsspiele;6-30Spieler*Innen;10;Gummihuhn oder ähnliches;"Eine Person wird ausgesucht und entfernt sich ca. 15 Meter von der Gruppe. Das Huhn wird vor diese Person auf den Boden gelegt. Die Gruppe stellt sich in einer Reihe nebeneinander auf. Die auserwählte Person dreht sich um und ruft: „WOOOO...IST...MEIN...HUHN!!“ Dann dreht sich diese wieder zur Gruppe. In dem Zeitraum, wo die Person sich umdreht, darf die Gruppe sich bewegen und versuchen das Huhn zu bekommen. Wenn sich jemand weiterbewegt, nachdem die Person sich wieder umgedreht hat, wird dieser wieder an den Anfang zurückgeschickt. Wenn es jemand geschafft hat, das Huhnzu bekommenohne dabei gesehen zu werden, muss dieses -ohne es zu werfen -zurück an die 
Startliniegebracht werden. Die Person darf Einzelne aus der Gruppe auswählen, welche auf Befehl die Hände heben müssen und so zeigen, dass sie das Huhn nicht haben. Ziel des Spiels ist es so  unentdeckt das Huhn über die Ziellinie zu bekommen."
Das Tütenspiel;Bewegungsspiele;10-99 Spieler*Innen;6;Pro Betreuer eine Tüte, gefüllt mit 10 Gegenständen;JederBetreuer bekommt eine Tüte gefüllt mit 10 Gegenständendrin. Die Kinder versuchen nun die Betreuer zu ticken und einen Blick für 10 Sekunden in die Tüte zubekommen und die Gegenstände auf eine Liste zuschrieben. Doch das gemeine ist, das Betreuer untereinander die ganzen Tüten oder auch nur einzelne Gegenstände tauschen dürfen. Auch dürfen die Betreuer vor den Kindern wegrennen. Nach Ablauf der Zeit gewinntdie Gruppe mit den meisten Gegenständen. 
Das Chaosspiel;Bewegungsspiele;10-99 Spieler*Innen;6;Ein Spielplan, Spielfiguren, Karten mit Nummer und Codewort;Auf dem gesamten Gelände sind Karten verteilt mit einer Nummer (1-100) und auf der anderen Seite einem Codewort. Die Kinder müssen Würfelnund haben dann die Aufgabe die Nummer, auf der sie gelandet sind zu suchen, dann bringen sie das Codewort zur Spielleitung und müssen eine kleine Aufgabe erledigen. (Ein Lied singen, Liegestützen, Hampelmänner, irgendetwas bringen etc.) Nach der Erfüllung der Aufgabe, darf die Gruppe erneut würfeln.
Muh-Mäh-Miau-Spiel;Bewegungsspiele;12-99 Spieler*Innen;6;Tröte, Zettel, Stift;Die Betreuer haben eine Liste von Tiergeräuschen, die sie machen müssen, Sie verteilen sich auf dem Gelände und laufen durch die Gegend.  Nach jeweils 5 Minuten ertönt ein Geräusch, das zum Tierwechsel ruft. Die Kinder müssen alle Tiere finden. Um es etwasschwieriger zu machen dürfen sie aber nur zwei Unterschriften von einem Betreuer haben. Die Gruppe die zuerst bei jedem Tier eine Unterschrift hat gewinnt. Kuh, Ziege, Katze, Frosch, Esel, Hund, Huhn, Hahn, Fisch, Elefant, Fisch, Schwein, Mensch etc.
Stratego;Geländespiele;20-XSpieler*Innen;10;Strategokarten;"Die Gruppe wird aufgeteilt in 2 Mannschaften. Jede Gruppe sucht sich innerhalb von 5-10Minuten einen Lagerplatz im Wald  und  grenzt  diesen  (etwa  4  mal  4  Meter  groß)  mit Ästen  und  Ähnlichem  ab.  Die  Spieler  des  einen  Teams erhalten gelbe, diedes anderen Teams blaue Karten.

Nach Spielbeginn (zuvor festgelegte Uhrzeit) schwärmen die  Gruppen  aus.  Trifft  ein  Spieler  auf  einen  Feind  und berührt diesen, zeigen sich beide Spieler die Karten. Der im  Rang  höhere  Spieler  (z.B.  ""Bombe"")  führt  den  Feind (z.B.  ""Unteroffizier"")  ab  und  bringt  ihn  persönlich  zum Lagerplatz.  Während  einer  Gefangenenabführung  kann keiner  der  beiden  gefangen  oder  befreit  werden!  Bei gleichem  Rang  trennen  sich  die  Gegner.  Ein  Festhalten, bis der nächsthöhere Mitspieler kommt, ist verboten. DerRang  des  Feindes  sollte  in  diesem  Fall  lautstark  den eigenen   Mitspielern   verkündet   werden   (""Christian   ist Generaaaaal!""),   denn   das   Tauschen   der   Karten   nach Spielbeginn  ist  verboten  und  führt  sofort  zur  Niederlage der  gesamten  Mannschaft!  Jedes  Team  hat  genau  eine ""Fahne""  und  mindestens  2  ""Spione"".  Gefangene  können nur  durch  Abschlagen  des  ""Spions""  im  Lager  befreit werden.  Dabei  reicht  es aus,  wenn  die  Gefangenen  eine Kette innerhalb des Lagers bilden und das Ende der Kette berührt wird. Das Spiel ist gewonnen, wenn entweder die gegnerische   ""Fahne""   geschlagen   wurde,   alle   Spione gefangen   wurden   oder   zu   einer   vorher   bestimmten Uhrzeit die meisten Gefangenen gesammelt wurden.

-Der Lagerplatz muss von mindestens 3 Seiten angreifbar sein,    nicht    mehr    als    3    Totenwachen    mit    einem Mindestabstand    von    10    Metern    haben,    und    die Abgrenzungen müssen überwindbar sein!
-Pro  Team  sollte  1  Leiter  mitspielen, um  den  Kindern verschiedene Strategien vorzuschlagen (z.B. Massenangriff;   niedrige   Ränge   suchen   die   Fahne   im Gelände;  niedriger  Rang  geht  mit  höherem  Rang,  um schwieriger  angreifbar  zu  sein  (z.B.  Minör  &  Bombe  / Feldmarschall & Unteroffizier), Ablenkungsmanöver etc.). 
-Das  1.  Spiel  ist  meist  noch  etwas  unkoordiniert,  da  die Regeln zunächst verinnerlicht werden, beim 2. Malist es interessanter!"
Capturethe Flag;Geländespiele;10-x Spieler*Innen;10;-2 Flaggen oder ähnliches -Absperrband;"Bei diesem Geländespiel gibt es 2 Teams, die in 2 ungefähr gleichgroßen Gebieten die Flagge des anderen Teams bzw. deren Hauptquartier suchen müssen. Zuerst teilt man 2 Teams ungefähr in 2 gleich große und starke Gruppen auf und gibt jedem Team eine Fahne, die gut sichtbar aufgehängt werden muss, bzw. mit dem Stab im Boden steckt.Nur auf den Boden legen und mit Laub abdecken ist nicht erlaubt. Wenn ein Angreifer des gegnerischen Teams in die Hälfte einer Mannschaft kommt, darf diese ihn versuchen zu fangen. Wenn es der Mannschaft gelingt ihn zu berühren, muss dieser Spieler ins Gefängnis. Er muss mit mindestens 1 Fuß im Gefängnis sein. Falls mehrere Gefangene dort sein sollten, können sie eine Kette bilden. Der Gefängniswärter muss mindestens einen Abstandvon 2,5m um das Gefängnis herum einhalten, da esansonsten keiner schafft jemandenzu befreien wodurchdas Spiel für Gefangene langweiligwird. Wenn jemand die Fahne geklaut hat muss er sie über die Mittellinie bringen. Falls er dies nicht schaffen sollteda ihn ein Verteidiger gefangen hat, kann er die Flagge entweder kurz vorher einem Mitspieler übergeben, NICHT ZUWERFEN!!!! Falls er das nicht tut oder nicht tun kann, muss er die Flagge abgeben und die Verteidiger haben 30 Sekunden Zeit die Fahne erneut zu verstecken, oder wieder im Hauptquartier zu hissen.

Wertung
Gewonnen hat das Team das am häufigsten die Fahne der Gegner über die Grenzlinie ins eigene Gebiet gebracht hat. Bei Gleichstand hätte dann die Mannschaft gewonnen, die weniger Leute im Gefängnis haben. Nach jeder Runde wird das Gelände/die Spielseite gewechselt."
Farbenspiel;Geländespiele;25–X Spieler*Innen;8;Einen Farbkasten für jede Gruppe:-eine Schere, ein Wollknäul in der Farbe, Pappstreifen in der Farbe und Infozettel;"Die Gruppe wird in acht kleineGruppen eingeteilt. Jede Gruppe erhält einen Farbkasten (sodass die anderen die Farbe nicht erkennen können) und sucht sich nun im Gelände ein Lager. Die Lager sollten gut verteilt sein, sodass die Gruppen nicht zu eng aneinander sind. Jeder Teilnehmer erhält ein Band zur Farberkennung um sein Handgelenk. Außerdem bekommt er einen Pappstreifen. Jetzt kann das Spiel beginnen. Die Spieler laufen durchs Gelände und versuchen Pappstreifen von den Farben die sie schlagen können (siehe Liste)  zu bekommen. Wenn sie selber von derFarbe getickt werden, müssen sie 
alle Pappstreifen egal welche Farbe abgeben. Wenn ein Spieler kein Pappstreifen mehr hat, so muss er wieder zurück ins Lager um sich einen neuen zu holen.Wenn sich zwei Farben treffen, die nicht in Kontakt stehen passiertnichts.
Farbe                                    schlägt                             wird geschlagen von 
Orange                                Gelb/Grün                         Rot/Lila 
Gelb                                     Grün/Rosa                      Lila/Orange 
Grün                                     Rosa/Hellblau                 Orange/Gelb
Rosa                                    Hellblau/Dunkelblau     Gelb/Grün
Hellblau                              Dunkelblau/Rot              Grün/Rosa
Dunkelblau                        Rot/Lila                             Rosa/Hellblau 
Rot                                       Lila/Orange                    Hellblau/Dunkelblau
Lila                                       Orange/Gelb                  Dunkelblau/Rot                                                "
Contacto;Geländespiele;5 –30 Spieler*Innen;6;Kein Material ntig;Es wird eine Person aus der Gruppe bestimmt, die zum Contacto wird. Der Contacto steht im Kreis, jetzt müssen sich die anderen Mitspieler bei ihm an der Hand abklatschen und sich dann verstecken. Der Contacto zählt nun von 15 runter. Wenn er zu Ende gezählt hat, dann versucht er möglichst viele Mitspieler zu finden und laut aufzurufen. Wenn er die Spieler richtig erkannt hat sind sie aus dem Spiel. In der nächsten Runde zählt der Contacto von 14 herunter. Die Mitspieler müssen sich erneut beim Conatco abklatschen und verstecken. Diesgeht so lange, bis der Contacto alle Mitspieler gefunden hat. 
Bombenentschärfung;Geländespiele;10 –X Spieler*Innen;9;7 Nylonstrumpfhosen3 Packungen Mehl Bierdeckel und Klebeband;"Im Wald haben Bösewichte Bomben versteckt, um den ganzen Wald in die Luft zu sprengen. Das muss verhindert werden! Der Pyrotechniker bittet die Kinder um Hilfe, sie sollen so viele Bomben wie möglich finden und zu ihm bringen. Das Team, das am meisten Bomben gefunden hat, gewinnt.
-Die Kinder werden in Teams eingeteilt (4 Teams)
-Die Kinder müssen im Wald versteckte „Bomben“ finden und zu zwei zentralen Sammelpunkten bringen
-„Aus Sicherheitsgründen“ können nur drei Kinder aus einem Team gemeinsam eine Bombe abgeben-Der Pyrotechniker im Sammelpunkt nimmt die Bomben entgegen (um sie zu „entschärfen“) und notiert, wie viele Bomben die Teams jeweils abgegeben haben
-Jäger (ca. 5 ausdauernde Teamer) jagen die Kinder und versuchen sie mit Mehl gefüllten Bällen aus Nylonstrumpfhosen zu „verletzen“. Diese hinterlassen weiße Mehlflecken auf der Kleidung (lassen sich nach dem Spiel leicht wieder abklopfen)
-Wurde ein Kindgetroffen, muss es stehenbleiben (falls es eine Bombe bei sich hat, darf es sie aber behalten) und nach einem Sanitäter rufen-Sanitäter (ca. 3 Teamer) „heilen“ die Kinder, indem sie Streifen Klebeband über die  Mehlflecken kleben ! Kinder dürfen weiterspielen-Kinder dürfen Mitspielern des gegnerischen Teams Bomben abnehmen, wenn sie sie ticken (wurde ein Kind getickt muss es die Bombe abgeben, aber nicht stehenbleiben)Nach ca. 1 ½ Stunden, müssten so langsam alle Bomben gefunden und entschärft sein. Die Jäger werden festgenommen.

Verboten:
-Bomben in Jacken-/Hosentaschen verstecken
-Weiterlaufen, obwohl man von einem Jäger verletzt und noch nicht vom Sanitäter behandelt worden ist
-Ein „verletztes“ Kind ticken und ihm die Bombe abnehmen
-Jäger: Katzenwachen vor dem SammelpunktRollen der Teamer:
-2 Pyrotechniker: Stellen das Spiel vor und nehmen die Bomben entgegen
-Ca. 5-6 Jäger: Komplizen des Bösewichts und versuchen die Kinder mit Mehlbällenzu „verletzen“
-Ca. 3-4 Sanitäter: „Verbinden die Wunden“ mit Klebeband
Bierdeckel als Bomben! Jedes Team sollte mindestens 6-8 Bomben abgeben können, jedes Kind sollte die Chance haben, mindestens eine zu finden; wir müssen davonausgehen, dass nicht alle gefunden werden ! 40-60 Bomben
Vorbereitung: Bomben müssen von uns vorher im Wald deponiert werden

"
Burg erobern;Geländespiele;10 –X Spieler*Innen;10;20 Tischtennisbälle, Zettel und Stift, 30 Teelöffel, 2 Wannen,Schwamm, Messbecher, Flasche Wasser 0,5, 100 Luftballons;"Im Wald lebten einst 8 Adelsgeschlechter. Diese teilten sich auf in Ritter und Kundschafter (Späher). Jedes Adelsgeschlecht hatte sein eigenes Symbol, das man sich stolz ins Gesicht malte. Im Wald gab es mehrere Burgen: Burg Drachenherz, Burg Zwergental, Burg Schlotterstein, Burg Schwanenstein, Burg
Holzenberg, Burg Ringelsock, Burg Königsfels, Burg Schönstett, Burg Schützental und Burg Riesenfluss. Diese Burgen waren im Besitz der Burgherren, und die Adelsgeschlechter versuchten, diese zu erobern. Dabei kam es aber selten zum Kampf, weil es meistensausreichte, die Burgherren schwer zu beeindrucken. Der Nachteil daran war, dass die Burgherren im Allgemeinen nicht sehr treu waren und sich schnell von einem anderen Adelsgeschlechtüberzeugen ließen, ihnen die Burg zu überlassen. Mindestens eine Burg musste aber jedes Rittergeschlecht besitzen, um dort ihre Schätze einzulagern. Eine weitere Schwierigkeit war die unglaubliche Hochnäsigkeit der Burgherren. So ließen sich diese nicht dazu herab, sich mit einemgewöhnlichen Ritter zu unterhalten und so mussten die Adeligen ihre gebildeten Kundschafter (Späher) vorschicken, um mit ihnen verhandeln zu können. Die Schätze der Ritter nahmen die Burgherren jedoch gerne entgegen, um diese für sie zu verwalten. Den Burgherren blieb auch nichts anderes übrig, da nur ein tapferer Ritter in der Lage war, den beschwerlichen und gefährlichen Weg zum König zurückzulegen und die Schätze sicher vor den anderen, stets aufeinander neidischen Rittergeschlechtern, in ihre Burg zuschmuggeln. Leider gehörte auch der König zu der hochnäsigen Sorte Mensch wie die Burgherren, und so benötigten die Ritter wieder die Hilfe ihrer Späher, um ihn zu überlisten: Diese brachten in Erfahrung, was z.Zt. das Lieblingsessen des Königs war und teilten es den Rittern mit. Diese wiederum begaben sich nun selbst zum König, gaben sich dort meist als Hellseher aus und bewiesen ihm ihre Fähigkeiten durch das Nennen seines Leibgerichtes und sagten ihm für viel Geld (Luftballons) seine Zukunft voraus. So kamen alle Adelsgeschlechter mit der Zeit zu großenReichtümern und horteten diese in ihren Burgen und versuchten, stets auf den eigenen Vorteil bedacht, die anderen Burgen mitsamt den Schätzen zu erobern.Solange, bis der einst so reiche König pleite war und dem Wohlhabendsten Adelsgeschlecht die Herrschaft überlassen musste. 8 gleich starke Gruppen, 10 GLs als Burgherren, 1 GL als König Gruppen werden in Späher und Ritter aufgeteilt und bekommen inihrer Farbe ihr Zeichen (R= Ritter, S= Späher) aufgemalt, Jede Gruppe bekommt zu Beginn einen Burgnamen verraten, diese Burg ist ihr Anfangsziel. Die Burgherren bekommen ebenfalls ihre Anfangsgruppe gesagt und dürfen nur preisgeben, welchen Namen ihre Burg hat, wenn die richtige Gruppe vor ihnen steht. Die Burg ist durch das Aufstellen eines Rekordes einzunehmen undkannjederzeit durch einen besseren Rekord übernommen oder gesichert werden.Die Burgherren und der König reden nur mit Spähern, dieRitter dürfen die Schätze (Luftballons) tragen und dem König sein Leibgericht nennen. Für richtiges Leibgericht gibt es einen Luftballon, den die Ritter inihre eingenommene Burg bringen müssen. Auf dem Weg dorthin dürfen sie von anderen Rittern getickt werden und müssen dann ihren Schatz abgeben.
Der König wechselt alle 5 min sein Leibgericht.Gewonnen hat das Adelsgeschlecht mitden meisten Punkten.Luftballon 1 Punkt Eroberte Burg 3 Punkte10 Rekorde:
1) Ton halten auf Zeit
2) Tischtennisbälle in einer Hand
3) Höchste Menschenpyramide
4) In einer Minute möglichst viele Wörter mit I aufschreiben
5) In einer Minute so viele Löffelwie möglich aus Wasserwannegeholt werden
6) Mit Schwamm in einer Minute so viel Wasser wie möglich transportieren
7) Handstand auf Zeit
8) Am wenigsten Füße am Boden
9) Flasche Wasser auf Zeit
10) Luftballon durch aufpusten zum Platzen bringen auf Zeit
"
Mafia;Geländespiele;8 -50 Spieler*Innen;8;Mafia Karten ;Jedes Kind bekommt eine Karte, auf der seine Rolle steht. Es gibt den Boss, den Unterboss, Kapitän, Soldat und Konsument. Durch Codewörter, die auf dem Zettel stehen, sollen sie sich also Gruppe zusammenfinden, am besten heimlich, so dass die anderen das nicht mitbekommen. Der Boss holt nun aus dem Abhollager die ersten Schmuggelwaren, und gibt diese weiter an die nächste Position, dieser dann weiter etc. der Konsument gibt diese dann an dem Abnehmerlager ab. Das wäre aber etwas zu einfach, deswegen gibt esnatürlich noch Polizisten, die die Schmuggelware, den Kindern abnehmen. Die Gruppe die am Schluss die meisten Schmuggelwaren auf die andere Seite gebracht hat,gewinnt. 
Scrabbel;Geländespiele;10 –30 Spieler*Innen;6;Buchstaben mit Zahlenwerten;Das Spiel brauch etwas Vorbereitung: Man muss viele Buchstaben mit unterschiedlichen Zahlenwerten vorbereiten (seltenen Buchstaben wie z,q,w,x,y,... haben einen höherenWerte, Buchstaben wie e,a... natürlich einen geringeren Die Werte sollten sich zwischen 1-10 Punkten bewegen). Die Buchstaben werden jetzt im Wald verteilt, schön großzügig, danach haben die Kinder die Aufgabe, die Buchstaben zu sammeln und in ihr Lager zu bringen. Sie dürfen maximal 5 auf einmal sammeln, wenn sie von einem Betreuer*in getickt werden,müssen sie auch alle abgeben. Im Lager bilden sie dann Wörter die möglichst vielen Punkte bringen. Wenn die Buchstaben einmal benutzt worden sind, dürfen sie von den Betreuern wieder erneut verteilt werden.  Die Gruppe die am Ende, die meisten Wörter mit den meisten Punkte gelegt hat,gewinnt.
Pyramidenspiel;Geländespiele;10 – 30 Spieler*Innen;6;4 Pappteller, Edding, Band 2 Farben, Lebensstreifen (Pappstreifen oder so);Die Gruppe wird in zwei gleichstarke Gruppen eingeteilt. Danach suchen sich die Gruppen ein Lager, und verteilten Erkennungsbändchen und Lebensstreifen. Außerdem bekommen siezwei Pappteller, die sie gestalten müssen.Anschließend werden die Papptellerim Gelände versteckt. Man darf auch Laub drunter legen, man muss aber über den Pappteller eine Pyramide aus Stöckern basteln. Das wäre aber zu einfach, deswegen muss jede Mannschaft viele Scheinpyramiden aufstellen, um so die Suche zu erschweren. Unter 200 Pyramiden die richtige zu finden ist nicht so einfach. Dazu kommt noch, dass die Kinder sich gegenseitig Ticken können und sich die Lebensstreifen klauen können, so muss die Person ohne Lebensbändchen wieder zurück ins Lager, um sich einen neuen Streifen zu holen.
Kamelspiel;Geländespiele;20 -X Spieler*Innen;10;-400 Kamelkartenoder Bierdeckel-400 Wasserkarten oder Wäscheklammern in unterschiedlichen Farben (unterschiedliche Werte)-Flatterband für die Markierung der Jäger-Zettel und Stift -Uhr -Trillerpfeife;"Die Kinder sind Beduinen in der Wüste und müssen sich um ihre Kamele kümmern. Die Kamele im Wald müssen gefangen und mit Wasser versorgt werden. Vorbereitung: Die Kinder werden in 4 Gruppen eingeteilt. Je ein/e Leiter*in ist der Scheich der 
Gruppe. Im kleinen Wald werden ca. 400 „Kamelkarten“ verteilt. In der Mitte des Spielfeldes wird eine Oase (Wasservorrat) aufgebaut und ein neutraler Bereich (20 Meter rundum) abgesteckt. In den vier Ecken werden Lager für die Gruppen aufgebaut. Die Gruppen ziehen sich in ihr Lager zurück. Der Scheich teilt seine Gruppe weiter ein in 5 Wasserträger, 5Kameltreiber, 5 Jäger.(je nach Gruppengröße)

Ablauf: Versorgung der Kamele: ein Kamel benötigt 20 Liter Wasser pro Tag. Im Spiel entspricht 1 Tag 10 Minuten.

Aufgaben:

Kameltreiber*innen: haben die Aufgabe, Kamelkarten aufzusammeln und zum Lager zu bringen.Wasserträger*innen: müssen Wasserkarten von der Oase in ihr Lager bringen.

Jäger*innen: Jeder Jäger bekommt eine gut sichtbare Markierung. Die Jäger versuchen, Kamele und Wasser vom Gegner abzujagen. Schlagen sie eine/n Gegner*in ab, muss er/sie seine/ihre Kamele bzw. sein/ihr Wasser abgeben. Jäger dürfen keine Kamelkarten vom Boden aufsammeln. Jäger dürfen sich nicht gegenseitig abschlagen.

Scheich:verwaltet den Wasser-und Kamelbestand der Gruppe. Alle 10 Minuten zählt er Kamele und Wasser. Je Kamelmuss er 20 Liter Wasser abgeben. Gibt es mehr Kamele als Wasser, sterben die überzähligen Kamele und werden aus dem Bestand des Stammes gestrichen. Der/die Spielleiter*in sammelt Wasser und tote Kamele ein.

Auf denStartpfiff des/der Spielleiter*inbeginnt das Spiel. Die Spieler*innen gehen ihren oben beschriebenen Aufgaben nach. Alle 10 Minuten pfeift der/die Spielleiter*in. Dann muss der Scheich jeweils den Kamelbestand und dieWasserkartenzählen und das Wasser aus dem Eimer legen. Nach einer vorher festgelegten Zeit pfeift der/die Spielleiter*in das Spiel ab. Dann werden nochmals die Kamele mit Wasser versorgt und es wird gezählt, wie viele überlebende Kamele es gibt."
FBI;Geländespiele;8-50 Spieler*Innen;6;Knicklichter, Klebeband;"Es handelt sich hierbei um ein Nachtspiel, welches Betreuer vs. Kinder spielen. Die Betreuer ziehen sich komplett schwarz an und kleben sich Zeichen/Bilder mit den Knicklichtern auf die Klamotten. Dies ist das einziges 
Erkennungszeichen der Betreuer*in. Die Kinder werden mit einem Klebestreifen (Lebensstreifen) auf der rechten Schulter ausgestattet. Jetzt wird noch eine Ausgabestelle und eine Abgabestelle vorbereitet. Die Kinder haben jetzt die Aufgabe, die Klebestreifen auf die andere Seite zum Abgabelager zu bringen. Das schwierige ist aber, dass die Betreuer die Klebestreifen von den Kindern klauen dürfen. Wenn die Kinder ihren Streifen verloren haben, müssen sie sich aus dem Ausgabelager einen neuen holen."
Schmugglerspiel 1;Geländespiele;20 - X Spieler*Innen;12;#NAME?;"Die Schmuggler müssen ihre Schmuggelware von einem Startpunkt zu einem festgelegten Zielpunkt bringen. Die Grenzer versuchen, ihnen das Schmuggelgut abzunehmen.
-Schmuggelgut vorbereiten und mit Punkten bewerten.
-Grenze und Schutzzonen rund um Start-und Zielpunkt markieren (je nach Gruppengröße und Geländebeschaffenheit ca. 50 m. So dass eine Blockade durch die Grenzer ausgeschlossen ist).
-Klären, wo am Körper das Schmuggelgut versteckt werden darf.
-Die Schmugglerhaben 30 Minuten Zeit ihre Schmuggelware von einem Startpunkt durch unübersichtliches Gelände zum Zielpunkt zu bringen.Dort sitzt einHelfer, der die Schmuggelware in Empfang nimmt und die Punkte zusammenzählt.
-Jeder Schmugglerdarf immer nur ein Teil gleichzeitig schmuggeln. Wer von einem Grenzerabgeschlagen wird, muss stehenbleiben und sich durchsuchen lassen. D.h. der Grenzerdarf auf drei Stellen am Körper des/der Gefangenen zeigen, an denen sich das Schmuggelgut befinden könnte. Das mitgeführte Schmuggelgut geht dann kampflos an denGrenzer. 
-Das Werfen des Schmuggelguts –z.B. kurz vor dem Abschlagen –ist nicht erlaubt, die Weitergabe von Hand zu Hand an einen anderen Schmuggler, der nichts bei sich hat, ist aber zulässig.Wer seinSchmuggelgut an die Grenzer verliert oder erfolgreich abliefert, kann sofort zum Startpunkt zurückkehren und weiterschmuggeln. 
-Die Grenzer dürfen sich im gesamten Spielgebiet bewegen, mit Ausnahme zweier eindeutig markierter Schutzzonen umStart-und Zielpunkt. Hat einGrenzer einenSchmugglerabgeschlagen und dessen Schmuggelgut beschlagnahmt, darf er keine weiteren Schmugglerabschlagen, bis erdas beschlagnahmte Schmuggelgut bei einem zweiten Sammelplatz abgegeben hat, wo einHelferdie Punkte der Grenzer notiert. 
-Ein Helfergibt am Startpunkt das Schmuggelgut aus, zwei andere sammeln es jeweils für Schmuggler und Grenzerwieder ein und mindestens zwei weitere Helfer 
durchstreifen das Gelände und achten auf die Einhaltung der Regeln.

Nach Ablauf der 30 Minuten wird die über die Grenze gebrachte und die beschlagnahmte Schmuggelware gezählt, danach wechseln die Teams die Rollen und es geht in die ""zweite"" Halbzeit.

Varianten:
Das Spiel kann auch im Dunkeln gespielt werden. Die Grenzerhaben dann Taschenlampen, die Schmugglernicht. EinGrenzerhat einen Schmugglergefunden, wenn er ihnanleuchtet und seinenNamen ruft, abschlagen ist nicht nötig. Die Helfer, die Schmuggelgut ausgeben und einsammeln, haben einen Blinker, damit sie leichter zu finden sind."
Schmugglerspiel 2 mit Papierstreifen;Geländespiele;6-40 Spieler*Innen;6;Papierzettel;Die Gruppe wird in zwei gleichstarke Gruppen eingeteilt. Die eine Gruppe ist zuerst Polizei und die anderen Schmuggler. Die Schmuggler erhalten einen Papierstreifen, mit dem sie auf die andere Seite kommenund ihn an der Station abgeben sollen. Die Polizei, soll die Schmuggler ticken und darf jetzt erraten, wo das Schmuggelgut ist,(z.B.: In deiner Hosentasche, bei deiner Cappy, in deinen Schuhen etc. ).Wenn dies richtig ist und hier ist Ehrlichkeit und Fairness sehr wichtig, dann wird das Schmuggelgut abgegeben.  Wenn diesnicht stimmt, dann dürfen die Schmuggler weiterlaufen. Nach einer bestimmten Zeit werdendie Rollen getauscht. Gewonnen hat die Gruppe, die die meisten Streifen gesammelt hat.
Schmugglerspiel 3 am Strand ;Geländespiele;6-X Spieler*Innen;12;Für jeden Spieler*in einen Becher, einen großen Eimer;Die Teilnehmer*innen spielen gegen die Betreuer*innen. Sie haben die Aufgabe aus dem Meer Wasser in ihren Bechern zu einem großen Eimer ca. 30-50 Meter vom Wasser entfernt zu bringen. Um den Eimerbefindet sich ein Schutzkreis, ca. 6meter Durchmesser, in dem die Betreuer*in nicht mehr angreifen. Die Betreuer*innen dürfen, den Kindern die Becher aus der Hand schlagen. Die Kinder dürfen aber nicht, die Betreuer*innen extra Nass machen, sonst wird Ihnen 5 Strafbecher aus dem großen Eimer genommen. Das gesammelte Wasser wird am Ende des Spiels über einen Betreuer*in gekippt. 
